ID,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,level
4597,0,tcp,http,SF,287,7384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,34,0,0,0,0,1,0,0.09,255,255,1,0,0,0,0,0,0,0,21
4598,0,icmp,eco_i,SF,40008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,121,145,0.09,0.04,0.09,0.47,0,0,0.02,0,20
4599,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.17,0,0.83,1,0,1,0,255,1,0,0.93,0,0,0.16,0,0.84,1,20
4600,0,tcp,ftp,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,13,0,0,1,1,0.06,0.06,0,255,13,0.05,0.07,0,0,0,0,1,1,20
4601,283,tcp,ftp,SF,156,593,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,255,95,0.37,0.03,0,0,0.02,0,0.01,0,13
4602,3,tcp,pop_3,SF,26,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,253,234,0.92,0.01,0,0,0,0,0.04,0,15
4603,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,140,0,0,0,0,1,0,0,255,254,1,0.01,1,0,0,0,0,0,21
4604,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,1,0.03,0,0.97,1,0,1,0,255,1,0,1,0,0,0.04,0,0.96,1,20
4605,0,udp,private,SF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,1,0,0,0,0,0.01,1,0,255,1,0,1,1,0,0,0,0,0,17
4606,0,udp,private,SF,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,16
4607,0,tcp,http,SF,160,4265,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,35,251,1,0,0.03,0.04,0,0,0,0,21
4608,0,udp,domain_u,SF,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,111,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,20
4609,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,2,1,1,0,0,0.01,0.07,0,255,2,0.01,0.07,0,0,1,1,0,0,21
4610,0,tcp,telnet,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,0.75,0.25,1,0.75,108,89,0.32,0.05,0.01,0.02,0,0.11,0.89,0.57,14
4611,0,tcp,imap4,RSTO,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,1,1,0.33,1,1,255,21,0.08,0.03,0,0,0,0,0.27,0.95,13
4612,8109,tcp,telnet,SF,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,34,0.13,0.76,0,0,0.04,0.29,0.75,0,13
4613,0,tcp,http,SF,251,5381,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21
4614,0,tcp,smtp,SF,20193,332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,230,119,0.44,0.02,0,0.02,0,0,0,0,21
4615,0,tcp,netstat,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,3,0,0,1,1,0.01,0.06,0,255,3,0.01,0.07,0,0,0,0,1,1,19
4616,282,tcp,ftp,SF,162,597,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,237,80,0.34,0.03,0,0,0,0,0,0,13
4617,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,5,4,0.8,0.4,0.8,0,0,0,0,0,18
4618,0,tcp,http,SF,352,2409,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,1,0,0,252,255,1,0,0,0.01,0,0,0,0,21
4619,0,udp,private,SF,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,1,0,0,255,50,0.2,0.02,0.2,0,0,0,0,0,6
4620,0,tcp,efs,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,11,1,1,0,0,0.08,0.06,0,255,11,0.04,0.06,0,0,1,1,0,0,20
4621,0,tcp,http,SF,208,3376,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,25,0,0,0,0,1,0,0.08,27,255,1,0,0.04,0.02,0,0,0,0,21
4622,0,tcp,pop_3,RSTO,0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,9,0,0,1,0.89,0.33,1,1,218,59,0.23,0.02,0,0.03,0,0,0.9,1,15
4623,0,tcp,time,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,19,0,0,1,1,0.13,0.06,0,255,19,0.07,0.05,0,0,0,0,1,1,18
4624,8,tcp,pop_3,SF,30,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,211,0.83,0.02,0,0,0,0,0.04,0,18
4625,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,11,1,1,0,0,0.04,0.06,0,255,11,0.04,0.07,0,0,1,1,0,0,21
4626,0,tcp,http,SF,308,3222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,221,0.87,0.02,0,0,0,0,0,0,21
4627,0,udp,domain_u,SF,44,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0.75,255,250,0.98,0.01,0,0,0,0,0,0,21
4628,0,tcp,http,SF,260,37029,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,92,237,1,0,0.01,0.03,0,0,0,0,21
4629,0,tcp,http,SF,225,188,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,25,255,1,0,0.04,0.02,0,0,0,0,21
4630,0,tcp,http,SF,295,278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,21,0,0,0,0,1,0,0.19,255,255,1,0,0,0,0,0,0,0,21
4631,0,tcp,http,SF,327,1964,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,234,255,1,0,0,0.01,0,0,0,0,21
4632,0,tcp,http,SF,234,637,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,1,0,0,172,251,1,0,0.01,0.01,0,0,0,0,21
4633,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,248,0.97,0.01,0,0,0,0,0.06,0.06,15
4634,0,tcp,http,SF,209,770,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,255,255,1,0,0,0,0,0,0,0,21
4635,0,tcp,http,SF,233,170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,86,255,1,0,0.01,0.01,0,0.01,0,0,21
4636,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,5,0,0,1,1,0.05,0.07,0,255,5,0.02,0.06,0,0,0,0,1,1,21
4637,0,tcp,http,SF,330,28334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,1,0,0.4,21,255,1,0,0.05,0.02,0,0,0,0,21
4638,0,tcp,http,SF,237,3222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,255,229,0.9,0.02,0,0,0,0,0.06,0,18
4639,2,tcp,smtp,SF,1275,324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,225,143,0.56,0.02,0,0.01,0,0,0,0,21
4640,0,tcp,http,SF,224,1552,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,236,255,1,0,0,0.01,0,0,0,0,21
4641,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,5,0,0,1,1,0.05,0.08,0,255,5,0.02,0.06,0,0,0,0,1,1,21
4642,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,4,1,1,0,0,0.03,0.06,0,255,4,0.02,0.06,0,0,1,1,0,0,21
4643,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,24,23,0.96,0.08,0.96,0,0,0,0,0,17
4644,281,tcp,ftp,SF,160,597,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,255,99,0.39,0.03,0.01,0,0,0,0,0,14
4645,0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,1,0,0.17,255,248,0.97,0.02,0.01,0,0,0,0,0,21
4646,0,tcp,http,SF,201,7755,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21
4647,0,tcp,sunrpc,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,11,1,1,0,0,0.07,0.05,0,255,11,0.04,0.06,0,0,1,1,0,0,19
4648,0,tcp,http,SF,168,2202,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,142,255,1,0,0.01,0.01,0,0,0,0,21
4649,0,tcp,http,SF,273,341,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21
4650,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,11,0,0,1,1,0.09,0.07,0,255,11,0.04,0.06,0,0,0,0,1,1,21
4651,0,tcp,http,SF,204,3542,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21
4652,0,icmp,ecr_i,SF,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,489,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,18
4653,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,18,0,0,1,1,0.07,0.06,0,255,18,0.07,0.06,0,0,0,0,1,1,21
4654,0,udp,other,SF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,1,0,0,0,0,0,1,0,255,1,0,1,1,0,0,0,0,0,17
4655,0,udp,private,SF,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,16
4656,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,1,0,0.19,255,254,1,0.01,0,0,0,0,0.01,0.01,14
4657,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,16,0,0,1,1,0.07,0.06,0,255,16,0.06,0.08,0,0,0,0,1,1,21
4658,0,tcp,http_443,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,12,0,0,1,1,0.08,0.06,0,255,12,0.05,0.06,0,0,0,0,1,1,20
4659,0,tcp,http,SF,231,1587,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21
4660,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,8,0,0,1,1,0.03,0.06,0,255,8,0.03,0.06,0,0,0,0,1,1,21
4661,7448,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,212,0.83,0.03,0,0,0.33,0.4,0.12,0.07,18
4662,0,udp,private,SF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,0,0,0,0,0.02,0.35,0,255,1,0,0.7,0.42,0,0,0,0.58,0,17
4663,0,tcp,sunrpc,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0.8,1,0.2,0.8,1,197,52,0.2,0.03,0.01,0.04,0,0,0.89,1,15
4664,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,8,1,1,0,0,0.06,0.06,0,255,8,0.03,0.06,0,0,1,1,0,0,21
4665,7,tcp,pop_3,SF,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,229,0.9,0.02,0,0,0,0,0.05,0,16
4666,8,tcp,smtp,SF,2556,327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,172,167,0.66,0.02,0.01,0.01,0,0,0,0,21
4667,0,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,253,0.99,0.01,0.01,0,0,0,0,0,18
4668,280,tcp,ftp_data,SF,283618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,4,14,1,0,1,0.21,0,0,0,0,19
4669,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,14,0,0,1,1,0.05,0.07,0,255,14,0.05,0.07,0,0,0,0,1,1,21
4670,0,tcp,http,SF,310,3222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,249,0.98,0.02,0,0,0,0,0,0,21
4671,0,udp,private,SF,55,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,255,1,0,0.98,0,0,0,0,0,17
4672,0,tcp,http,SF,235,892,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,1,0,0.33,255,255,1,0,0,0,0,0,0,0,21
4673,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,1,0.07,0,0.93,1,0,1,0,255,1,0,1,0,0,0.1,0,0.9,1,17
4674,900,tcp,http,RSTR,56504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,26,0.04,0.04,0.92,0.92,1,0,0,255,255,1,0,0,0,0,0,0.09,0.09,15
4675,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.02,0,0.98,1,0,1,0,255,1,0,1,0,0,0,0,1,1,20
4676,0,tcp,imap4,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.67,1,0.33,0.67,1,255,21,0.08,0.4,0,0,0,0,0.17,1,14
4677,0,tcp,http,SF,307,2139,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,28,0,0,0,0,1,0,0.07,69,255,1,0,0.01,0.02,0,0,0,0,21
4678,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,20,0,0,1,1,0.15,0.06,0,255,20,0.08,0.06,0,0,0,0,1,1,21
4679,0,udp,private,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2,0,0,0,0,0.03,0.67,0,255,2,0.01,0.74,1,0,0,0,0,0,8
4680,7470,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,190,0.75,0.24,0,0,0.5,0.67,0.24,0.01,18
4681,0,udp,domain_u,SF,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,0,0.5,255,245,0.96,0.01,0.01,0,0,0,0,0,21
4682,0,tcp,http,SF,288,313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21
4683,0,tcp,http,SF,313,265,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,1,0,0.17,255,161,0.63,0.29,0,0,0.01,0,0.33,0,18
4684,0,tcp,http,SF,320,313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,1,0,0.25,255,255,1,0,0,0,0,0,0,0,21
4685,282,tcp,ftp,SF,166,601,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,255,18,0.07,0.02,0,0,0.13,0,0.25,0,12
4686,2076,tcp,http,RSTR,72564,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,1,1,1,0,0,255,231,0.91,0.02,0,0,0,0,0.06,0.07,15
4687,7546,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,171,0.67,0.31,0,0,0.5,0.74,0.3,0.01,18
4688,0,tcp,Z39_50,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,13,0,0,1,1,0.06,0.06,0,255,13,0.05,0.05,0,0,0,0,1,1,18
4689,1,tcp,smtp,SF,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,0,0.5,255,246,0.96,0.04,0,0,0,0,0.03,0,16
4690,1,tcp,smtp,SF,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,239,0.94,0.07,0,0,0,0,0.05,0,15
4691,0,tcp,telnet,RSTO,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0.2,1,0.6,1,0,0.8,241,121,0.5,0.01,0,0,0,0,0.65,0.3,11
4692,0,tcp,http,SF,329,960,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,25,0,0,0,0,1,0,0.08,128,255,1,0,0.01,0.03,0,0,0,0,21
4693,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,5,0,0,1,1,0.02,0.06,0,255,5,0.02,0.06,0,0,0,0,1,1,21
4694,0,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,1,1,0,0,0,0.99,1,18
4695,0,tcp,telnet,SF,123,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,159,0.62,0.02,0,0,0,0,0.02,0.03,15
4696,0,udp,domain_u,SF,44,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,208,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,18
4697,0,udp,private,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,19,0,0,0,0,0.17,0.65,0,255,20,0.08,0.83,1,0,0,0,0,0,4
4698,4,tcp,pop_3,SF,27,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,72,69,0.94,0.03,0.01,0.03,0,0,0,0,6
4699,281,tcp,ftp,SF,159,597,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,193,63,0.33,0.04,0.01,0,0,0,0,0,12
4700,0,tcp,http,SF,310,2698,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,18,0,0,0,0,1,0,0.17,255,176,0.69,0.03,0,0,0,0,0,0,21
4701,0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0.2,0,0.4,1,0,0.6,103,86,0.34,0.03,0.01,0.02,1,1,0,0,18
4702,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,3,0,0,1,1,0.01,0.07,0,255,3,0.01,0.07,0,0,0,0,1,1,21
4703,0,tcp,http,SF,217,192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,86,255,1,0,0.01,0.01,0,0,0,0,21
4704,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,3,0,0,1,1,0.03,0.08,0,255,3,0.01,0.06,0,0,0.01,0,0.99,1,21
4705,0,udp,domain_u,SF,44,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,151,0,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0,20
4706,0,udp,domain_u,SF,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,43,0,0,0,0,1,0,0.05,255,255,1,0,0.01,0,0,0,0,0,21
4707,0,tcp,hostnames,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,20,1,1,0,0,0.13,0.06,0,255,20,0.08,0.06,0,0,1,1,0,0,18
4708,0,tcp,http,SF,245,663,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,0,1,0,0,43,255,1,0,0.02,0.04,0,0,0,0,21
4709,0,tcp,mtp,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,19,0,0,1,1,0.08,0.06,0,255,19,0.07,0.06,0,0,0,0,1,1,20
4710,0,tcp,http,SF,253,1290,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,1,0,0.4,19,194,1,0,0.05,0.05,0,0,0,0,21
4711,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,13,1,1,0,0,0.07,0.09,0,255,13,0.05,0.09,0,0,1,1,0,0,21
4712,0,tcp,http,SF,195,1227,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,218,218,1,0,0,0,0,0,0,0,21
4713,0,tcp,csnet_ns,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,16,0,0,1,1,0.06,0.06,0,255,16,0.06,0.07,0,0,0,0,1,1,20
4714,0,tcp,telnet,S3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,69,0.27,0.65,0,0,0.17,0.64,0.64,0,18
4715,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,17,0,0,1,1,0.07,0.07,0,255,17,0.07,0.07,0,0,0,0,1,1,21
4716,0,tcp,http,SF,219,1183,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,42,0,0,0,0,1,0,0.07,255,255,1,0,0,0,0,0,0,0,21
4717,0,tcp,http,SF,324,370,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,21,0,0,0,0,1,0,0.14,255,255,1,0,0,0,0,0,0,0,21
4718,0,udp,private,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,8,0,0,0,0,0.09,0.76,0,255,14,0.05,0.84,0.59,0,0.05,0,0.35,0,7
4719,0,udp,private,SF,54,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,210,0,0,0,0,1,0,0,255,255,1,0,0.93,0,0,0,0,0,17
4720,0,tcp,auth,SF,10,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,4
4721,0,tcp,efs,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,6,1,1,0,0,0.14,0.16,0,255,6,0.02,0.15,0,0,1,1,0,0,18
4722,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,14,0,0,1,1,0.06,0.07,0,255,14,0.05,0.08,0,0,0,0,1,1,21
4723,0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0.11,0,0.44,1,0,0.56,154,83,0.34,0.02,0.01,0.02,1,0.63,0,0.18,18
4724,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,9,0,0,1,1,0.04,0.07,0,255,9,0.04,0.07,0,0,0,0,1,1,21
4725,182,tcp,http,SF,334,284,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,144,0.56,0.36,0,0,0.01,0,0.4,0.01,18
4726,8176,tcp,telnet,SF,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,71,0.28,0.02,0,0,0.73,0.69,0.01,0.03,17
4727,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,8,0,0,1,1,0.07,0.07,0,255,8,0.03,0.06,0,0,0,0,1,1,21
4728,0,tcp,ftp_data,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,6,0,0,1,1,0.03,0.07,0,255,6,0.02,0.07,0,0,0,0,1,1,20
4729,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,1,0,0.12,255,255,1,0,0,0,0.01,0.01,0.05,0.05,12
4730,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,15,0,0,1,1,0.06,0.07,0,255,15,0.06,0.08,0,0,0,0,1,1,21
4731,0,udp,private,SF,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,254,1,0.01,0.02,0,0,0,0,0,16
4732,0,tcp,smtp,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,1,1,0,1,97,168,0.49,0.04,0.01,0.01,0,0,0.01,0.02,21
4733,805,tcp,http,RSTR,59424,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,33,0,0,1,1,1,0,0,255,253,0.99,0.01,0,0,0.01,0.01,0.52,0.53,14
4734,0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,147,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,18
4735,0,tcp,http,SF,224,2616,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,1,0,0,21,255,1,0,0.05,0.04,0,0,0,0,21
